candidate_identity_key,artist_display_name,title,year,membership_count,archetype_ids,import_classes,resolution_status,selected_source,confidence,match_score,track_count,catalog_artist_name,catalog_collection_name,catalog_release_date,apple_collection_id,musicbrainz_release_group_id,musicbrainz_release_id,catalog_url,warnings
album|diana krall|when i look in your eyes,Diana Krall,When I Look in Your Eyes,1999,1,100,core_graph_album,resolved,musicbrainz_ws2,high,109,13,Diana Krall,When I Look in Your Eyes,1999-06-08,1440852057,02f1069d-bf57-312b-9d2e-519b0e4366f6,6c37291e-877d-44b6-a244-84b461354ae7,https://musicbrainz.org/release/6c37291e-877d-44b6-a244-84b461354ae7,
album|diana ross|diana,Diana Ross,Diana,1980,1,040,core_graph_album,resolved,musicbrainz_ws2,high,109,8,Diana Ross,Diana,1980-05-22,1443159760,fd07981b-fe56-3218-8df6-bcbe6992c96e,fd8c49a8-58c6-49e2-ad4a-1cf2a696a239,https://musicbrainz.org/release/fd8c49a8-58c6-49e2-ad4a-1cf2a696a239,
album|dick dale and his del tones|checkered flag,Dick Dale and His Del-Tones,Checkered Flag,1963,1,007,core_graph_album,resolved,musicbrainz_ws2,high,109,14,Dick Dale and His Del‐Tones,Checkered Flag,1963,1470561755,3e0db1fc-4d45-3168-a0bd-ccbc063a5163,bc4ac894-9815-43bd-91f7-89d2a6a3155e,https://musicbrainz.org/release/bc4ac894-9815-43bd-91f7-89d2a6a3155e,
album|dick dale and his del tones|king of the surf guitar,Dick Dale and His Del-Tones,King of the Surf Guitar,1963,2,002;007,core_graph_album,resolved,musicbrainz_ws2,high,109,14,Dick Dale and His Del‐Tones,King of the Surf Guitar,1963,1470557221,9a24bd0a-b23d-4e6f-91e6-4655a26d5518,d2bdcc93-df2c-4188-a058-0d229b01b543,https://musicbrainz.org/release/d2bdcc93-df2c-4188-a058-0d229b01b543,
album|dictators|go girl crazy,The Dictators,Go Girl Crazy!,1975,1,053,core_graph_album,resolved,musicbrainz_ws2,high,109,9,The Dictators,Go Girl Crazy,1975,607581053,0fbf007d-981a-3455-85ec-e53a67cbfa4f,6bae7c7e-de0a-4deb-a9e3-df94f27809d9,https://musicbrainz.org/release/6bae7c7e-de0a-4deb-a9e3-df94f27809d9,
album|dido|no angel,Dido,No Angel,1999,1,092,core_graph_album,resolved,musicbrainz_ws2,high,109,12,Dido,No Angel,1999,254578536,65e2f5a8-aa88-321b-852c-a900773ec300,4ed40b3e-72ca-36e8-9df3-887fe4058893,https://musicbrainz.org/release/4ed40b3e-72ca-36e8-9df3-887fe4058893,
album|digable planets|reachin a new refutation of time and space,Digable Planets,Reachin' (A New Refutation of Time and Space),1993,1,046,core_graph_album,resolved,musicbrainz_ws2,high,109,14,Digable Planets,Reachin’ (A New Refutation of Time and Space),1993-09-27,725211790,2836fcb0-2fd3-3de8-b7cc-53141d666894,335a55f6-1391-4425-9ac1-f3a711ab7de0,https://musicbrainz.org/release/335a55f6-1391-4425-9ac1-f3a711ab7de0,
album|diiv|oshin,DIIV,Oshin,2012,1,073,core_graph_album,resolved,musicbrainz_ws2,high,109,13,DIIV,Oshin,2012-06-26,594580092,94a2b79b-6d40-4bcc-af30-7e64595a913b,fa5f2bb7-89ea-4d4e-b0fe-51ec7b6f5c8e,https://musicbrainz.org/release/fa5f2bb7-89ea-4d4e-b0fe-51ec7b6f5c8e,
album|dinosaur jr|you re living all over me,Dinosaur Jr.,You're Living All Over Me,1987,1,069,core_graph_album,resolved,musicbrainz_ws2,high,109,10,Dinosaur,You’re Living All Over Me,1987-07,1497701141,40f8a16c-568b-3b94-9682-863c4dc7ab66,d1bb95a6-0190-459e-a29d-ef979374e087,https://musicbrainz.org/release/d1bb95a6-0190-459e-a29d-ef979374e087,
album|dinosaur jr|youre living all over me,Dinosaur Jr.,Youre Living All Over Me,1987,1,059,core_graph_album,resolved,musicbrainz_ws2,high,105,10,Dinosaur,You’re Living All Over Me,1987-07,1497701141,40f8a16c-568b-3b94-9682-863c4dc7ab66,d1bb95a6-0190-459e-a29d-ef979374e087,https://musicbrainz.org/release/d1bb95a6-0190-459e-a29d-ef979374e087,
album|dio|holy diver,Dio,Holy Diver,1983,1,061,core_graph_album,resolved,musicbrainz_ws2,high,109,9,Dio,Holy Diver,1983,1048475969,4e7b34de-0d87-356a-a3da-b21f769b7d4d,378d5dc2-e2d7-465a-bb11-2a68096ef642,https://musicbrainz.org/release/378d5dc2-e2d7-465a-bb11-2a68096ef642,
album|dion and the belmonts|presenting dion and the belmonts,Dion and the Belmonts,Presenting Dion and the Belmonts,1959,1,003,core_graph_album,resolved,musicbrainz_ws2,high,109,12,Dion and The Belmonts,Presenting Dion and The Belmonts,1959,1368844993,91a2391f-493c-33df-8496-cab3cb4fa83f,7600af57-ab7c-49e1-b71e-4832544236c5,https://musicbrainz.org/release/7600af57-ab7c-49e1-b71e-4832544236c5,
album|dionne warwick|presenting dionne warwick,Dionne Warwick,Presenting Dionne Warwick,1964,1,005,core_graph_album,resolved,musicbrainz_ws2,high,106,12,Dionne Warwick,Presenting Dionne Warwick,1963,342339548,7b479530-5bd8-3b3c-b9f5-ba09104d8c51,631bfd5e-25a7-4c40-8e30-8b81dabafb83,https://musicbrainz.org/release/631bfd5e-25a7-4c40-8e30-8b81dabafb83,
album|dire straits|brothers in arms,Dire Straits,Brothers in Arms,1985,1,016,core_graph_album,resolved,musicbrainz_ws2,high,109,9,Dire Straits,Brothers in Arms,1985-05-15,299545299,b02f651e-32a1-30ae-bc23-070b59170278,00dac2ff-f4d1-433b-a196-89b888591a99,https://musicbrainz.org/release/00dac2ff-f4d1-433b-a196-89b888591a99,
album|disclosure|caracal,Disclosure,Caracal,2015,1,083,core_graph_album,resolved,musicbrainz_ws2,high,109,15,Disclosure,Caracal,2015-09-25,1440828453,2699666d-f6da-4e05-802f-4d5807db6546,0165537a-9120-4f7b-9b87-3fc6f401acec,https://musicbrainz.org/release/0165537a-9120-4f7b-9b87-3fc6f401acec,
album|disclosure|settle,Disclosure,Settle,2013,1,081,core_graph_album,resolved,musicbrainz_ws2,high,109,16,Disclosure,Settle,2013-05-31,1440862011,cefd427e-185e-4a94-a6a9-a03d8a53b60a,7091b835-b042-440f-9f7a-46c866b28d17,https://musicbrainz.org/release/7091b835-b042-440f-9f7a-46c866b28d17,
album|disturbed|divisive,Disturbed,Divisive,2022,1,118,false_nearby_candidate,resolved,musicbrainz_ws2,high,109,10,Disturbed,Divisive,2022-11-18,1646032515,ad6cb8a1-db27-4788-aaa9-390f59f67226,34d6fa52-8bf1-42d4-9b3e-6e6a4edb133d,https://musicbrainz.org/release/34d6fa52-8bf1-42d4-9b3e-6e6a4edb133d,
album|disturbed|sickness,Disturbed,The Sickness,2000,1,066,core_graph_album,resolved,musicbrainz_ws2,high,109,12,Disturbed,The Sickness,2000-03-07,1030601019,92852c11-b67d-32b9-84d8-b52bba0cec9e,53aab184-be59-4d50-80c3-c4b1dbe5c7f5,https://musicbrainz.org/release/53aab184-be59-4d50-80c3-c4b1dbe5c7f5,
album|dixie cups|very best of the dixie cups chapel of love,The Dixie Cups,The Very Best of The Dixie Cups: Chapel of Love,1999,1,005,core_graph_album,resolved,apple_itunes_search_api,medium,100,17,The Dixie Cups,The Very Best of The Dixie Cups: Chapel of Love,1999-02-02,1881889298,,,https://music.apple.com/us/album/the-very-best-of-the-dixie-cups-chapel-of-love/1881889298?uo=4,manual_apple_override;manual_apple_override_confidence_medium
album|dj quik|quik is the name,DJ Quik,Quik Is the Name,1991,1,047,core_graph_album,resolved,musicbrainz_ws2,high,109,13,DJ Quik,Quik Is the Name,1991-07-01,283661311,c7504e89-7091-3473-9595-3952d5e0ca30,573ba363-1706-4820-92ef-a3552235c7da,https://musicbrainz.org/release/573ba363-1706-4820-92ef-a3552235c7da,
album|dj quik|safe sound,DJ Quik,Safe + Sound,1995,1,047,core_graph_album,resolved,musicbrainz_ws2,high,109,17,DJ Quik,Safe + Sound,1995-02-21,304718797,29d20149-4313-35c8-8292-3e5bad19df22,fd28c03b-e538-40ba-b997-e2c10fbd0a82,https://musicbrainz.org/release/fd28c03b-e538-40ba-b997-e2c10fbd0a82,
album|dj shadow|endtroducing,DJ Shadow,Endtroducing.....,1996,1,084,core_graph_album,resolved,musicbrainz_ws2,high,109,16,DJ Shadow,Endtroducing.....,1996-11-19,1660485817,4b2186f5-ff00-3227-ae11-783ba93e1089,5992a7fd-6ade-3895-827a-a7dfdf6ebb51,https://musicbrainz.org/release/5992a7fd-6ade-3895-827a-a7dfdf6ebb51,
album|dmx|it s dark and hell is hot,DMX,It's Dark and Hell Is Hot,1998,1,048,core_graph_album,resolved,musicbrainz_ws2,high,109,19,DMX,It’s Dark and Hell Is Hot,1998-05-19,1485050192,209b96ad-1846-34ff-ac3c-871f2e633d80,a03d7454-8b08-4c01-9adb-746a3b6465ae,https://musicbrainz.org/release/a03d7454-8b08-4c01-9adb-746a3b6465ae,
album|dna|a taste of dna,DNA,A Taste of DNA,1981,1,054,core_graph_album,resolved,musicbrainz_ws2,high,109,6,DNA,A Taste of DNA,1981,,67214de5-a11b-398e-8947-2a953d1e230f,9dc553dd-2807-4aac-84d7-ee5b11528823,https://musicbrainz.org/release/9dc553dd-2807-4aac-84d7-ee5b11528823,
album|doja cat|planet her,Doja Cat,Planet Her,2021,2,050;093,boundary_candidate;core_graph_album,resolved,musicbrainz_ws2,high,109,13,Doja Cat,Planet Her,2021-06-25,1573475827,6c90cb91-e615-4545-854b-6d6f10c5cb6d,1cb20415-020b-4b11-b34e-5777594bd8e3,https://musicbrainz.org/release/1cb20415-020b-4b11-b34e-5777594bd8e3,
album|dokken|tooth and nail,Dokken,Tooth and Nail,1984,1,063,core_graph_album,resolved,musicbrainz_ws2,high,109,10,Dokken,Tooth and Nail,1984,1727790306,4ffe7e68-8d2e-3fae-931c-b452baff4223,4c49feaf-3cae-46a8-bb0f-dfe052f1f5fa,https://musicbrainz.org/release/4c49feaf-3cae-46a8-bb0f-dfe052f1f5fa,
album|dolly parton|coat of many colors,Dolly Parton,Coat of Many Colors,1971,1,033,core_graph_album,resolved,musicbrainz_ws2,high,109,10,Dolly Parton,Coat of Many Colors,1971-10,217532812,2c98f21a-e2af-3412-a253-de9a1e06d7f7,5df74932-a94b-4a20-b177-92ff4d3b47c3,https://musicbrainz.org/release/5df74932-a94b-4a20-b177-92ff4d3b47c3,
album|dolly parton|here you come again,Dolly Parton,Here You Come Again,1977,1,033,core_graph_album,resolved,musicbrainz_ws2,high,109,10,Dolly Parton,Here You Come Again,1977-10-29,1062400365,3d65ac79-afb8-3b59-aac0-c88748ce3b02,9250de59-1dea-41ae-b3a9-119a9e1307d3,https://musicbrainz.org/release/9250de59-1dea-41ae-b3a9-119a9e1307d3,
album|don gibson|oh lonesome me,Don Gibson,Oh Lonesome Me,1958,1,031,core_graph_album,resolved,musicbrainz_ws2,high,104,12,Don Gibson,Oh Lonesome Me,1958,1462450303,7a25600a-9e64-454a-bd7f-4c9a91620a53,96171795-d33a-4c91-877b-8a0d4786399d,https://musicbrainz.org/release/96171795-d33a-4c91-877b-8a0d4786399d,
album|don mclean|american pie,Don McLean,American Pie,1971,1,024,core_graph_album,resolved,musicbrainz_ws2,high,109,10,Don McLean,American Pie,1971-10,1440834532,1189a8bc-f356-3c0a-a689-d8e0d1b5e4b8,2122c7ee-3fa2-408a-9001-f5eb9a22a320,https://musicbrainz.org/release/2122c7ee-3fa2-408a-9001-f5eb9a22a320,
album|don omar|king of kings,Don Omar,King of Kings,2006,1,094,core_graph_album,resolved,musicbrainz_ws2,high,109,18,Don Omar,King of Kings,2006-05-23,1443507107,fbb17f59-ffdb-32bc-8778-27c9201c82d8,39596074-33cf-41c9-a4c2-cb8adf7821bf,https://musicbrainz.org/release/39596074-33cf-41c9-a4c2-cb8adf7821bf,
album|donna summer|bad girls,Donna Summer,Bad Girls,1979,1,040,core_graph_album,resolved,musicbrainz_ws2,high,109,15,Donna Summer,Bad Girls,1979-04-25,1425179100,f7568cc7-4c09-3a47-abbc-593e7aaac7d6,a855cd93-c192-4c42-96e3-14d2fdf9aa2b,https://musicbrainz.org/release/a855cd93-c192-4c42-96e3-14d2fdf9aa2b,
album|donna summer|i remember yesterday,Donna Summer,I Remember Yesterday,1977,1,040,core_graph_album,resolved,musicbrainz_ws2,high,109,8,Donna Summer,I Remember Yesterday,1977-06-01,1442959303,ad08974f-1da6-37af-b1b7-3523d892caa9,4b53ff3d-c6d1-4dd4-930f-820429710962,https://musicbrainz.org/release/4b53ff3d-c6d1-4dd4-930f-820429710962,
album|donna summer|love to love you baby,Donna Summer,Love to Love You Baby,1975,1,040,core_graph_album,resolved,musicbrainz_ws2,high,109,6,Donna Summer,Love to Love You Baby,1975,1423290574,b0866510-7c36-32ed-a03a-f71798ece1ed,1994a42b-2c49-46b8-ab0e-a97775b8bf38,https://musicbrainz.org/release/1994a42b-2c49-46b8-ab0e-a97775b8bf38,
album|donnas|spend the night,The Donnas,Spend the Night,2002,1,079,core_graph_album,resolved,musicbrainz_ws2,high,109,13,The Donnas,Spend the Night,2002-10-22,319397457,0e1c01ac-1006-3d0d-99d2-3aa75fb99f88,35331eff-cbdc-4ea8-bb2c-b015ceafca86,https://musicbrainz.org/release/35331eff-cbdc-4ea8-bb2c-b015ceafca86,
album|donnie mcclurkin|live in london and more,Donnie McClurkin,Live in London and More...,2000,1,108,core_graph_album,resolved,musicbrainz_ws2,high,109,14,Donnie McClurkin,Live in London and More...,2000-08-17,307496311,91863d90-3be7-31ec-bbf0-bf7075aee854,891ff39d-bf5c-43a7-b4fd-6bdd1f9998ff,https://musicbrainz.org/release/891ff39d-bf5c-43a7-b4fd-6bdd1f9998ff,
album|donovan|sunshine superman,Donovan,Sunshine Superman,1966,1,010,core_graph_album,resolved,musicbrainz_ws2,high,109,10,Donovan,Sunshine Superman,1966-09-26,197973066,092eedd3-b8e2-33a6-8a9b-e9788e060886,a078e78e-a063-41cc-9740-07aa7f82b845,https://musicbrainz.org/release/a078e78e-a063-41cc-9740-07aa7f82b845,
album|donovan|wear your love like heaven,Donovan,Wear Your Love Like Heaven,1967,1,013,core_graph_album,resolved,musicbrainz_ws2,high,109,22,Donovan,Wear Your Love Like Heaven,1967-12,327440814,c019288b-92d1-49c9-a3d5-fb73f0bb5968,db75a3fe-f227-4485-8ec4-663fcbaa7509,https://musicbrainz.org/release/db75a3fe-f227-4485-8ec4-663fcbaa7509,
album|doobie brothers|minute by minute,The Doobie Brothers,Minute by Minute,1978,1,023,core_graph_album,resolved,musicbrainz_ws2,high,109,10,The Doobie Brothers,Minute by Minute,1978-12-07,1110557228,4c845430-fcaf-33eb-8cb8-f371f405ca38,da7c841b-8494-47b9-94b2-66dcc4a6e5f8,https://musicbrainz.org/release/da7c841b-8494-47b9-94b2-66dcc4a6e5f8,
album|doors|doors,The Doors,The Doors,1967,1,014,core_graph_album,resolved,musicbrainz_ws2,high,109,11,The Doors,The Doors,1967-01-04,1622368510,8ebffd15-06c3-3b88-a761-ec18c5513287,4438e99b-ef1e-32d0-962d-79e9f511f64e,https://musicbrainz.org/release/4438e99b-ef1e-32d0-962d-79e9f511f64e,
album|doors|strange days,The Doors,Strange Days,1967,1,014,core_graph_album,resolved,musicbrainz_ws2,high,109,10,The Doors,Strange Days,1967-09-27,1622362830,9b1acd78-3d19-37bb-8ca0-5816d44da439,ad2fe124-3743-4375-8bb1-fc3baa8b62e0,https://musicbrainz.org/release/ad2fe124-3743-4375-8bb1-fc3baa8b62e0,
album|dorian electra|flamboyant,Dorian Electra,Flamboyant,2019,1,119,core_graph_album,resolved,musicbrainz_ws2,high,109,11,Dorian Electra,Flamboyant,2019-07-17,1464724121,8964ae5f-ecb7-4d9c-ba0b-94b5a5d48b5d,2091c24e-4bfb-4efb-8f5c-385eb3fc76e4,https://musicbrainz.org/release/2091c24e-4bfb-4efb-8f5c-385eb3fc76e4,
album|dorian electra|my agenda,Dorian Electra,My Agenda,2020,1,119,core_graph_album,resolved,musicbrainz_ws2,high,109,11,Dorian Electra,My Agenda,2020-10-16,1719297653,b3bbc65f-ab11-4620-938b-9b8c3ac05ad5,ff30605f-41a4-48f2-ae25-05c769fd7906,https://musicbrainz.org/release/ff30605f-41a4-48f2-ae25-05c769fd7906,
album|dr dre|chronic,Dr. Dre,The Chronic,1992,1,047,core_graph_album,resolved,musicbrainz_ws2,high,109,16,Dr. Dre,The Chronic,1992-12-15,1668460963,ad444843-7160-33d7-b0c9-fc99f2c14a99,8139e127-1ee0-4894-bba2-f49af37eeaee,https://musicbrainz.org/release/8139e127-1ee0-4894-bba2-f49af37eeaee,
album|drake and future|what a time to be alive,Drake and Future,What a Time to Be Alive,2015,1,052,core_graph_album,resolved,musicbrainz_ws2,high,109,11,Drake & Future,What a Time to Be Alive,2015-09-20,1440842320,a2e3ca75-1e07-457b-973a-069e8d9c6c56,08d2b8f4-0931-49b9-b7eb-2c6716134567,https://musicbrainz.org/release/08d2b8f4-0931-49b9-b7eb-2c6716134567,
album|drake|take care,Drake,Take Care,2011,1,050,core_graph_album,resolved,musicbrainz_ws2,high,109,20,Drake,Take Care,2011-11-15,1440642493,47809021-4515-4215-beea-db3f5dfb6267,129c3821-2931-4c01-b2c8-9cc96461399d,https://musicbrainz.org/release/129c3821-2931-4c01-b2c8-9cc96461399d,
album|drake|views,Drake,Views,2016,1,050,core_graph_album,resolved,musicbrainz_ws2,high,109,20,Drake,Views,2016-05-06,1440841363,4aaaa715-df17-43b8-987e-04b54ec4a697,5bf8a5ea-966d-4fcd-8ae4-280c1a1a9d3d,https://musicbrainz.org/release/5bf8a5ea-966d-4fcd-8ae4-280c1a1a9d3d,
album|dream syndicate|days of wine and roses,The Dream Syndicate,The Days of Wine and Roses,1982,2,059;069,core_graph_album,resolved,musicbrainz_ws2,high,109,15,The Dream Syndicate,The Days of Wine and Roses,1982-10-28,1667678036,cad1a3b9-d054-328f-850e-6381314cd767,c6233602-7a77-4a1a-b405-d3d75a9c631c,https://musicbrainz.org/release/c6233602-7a77-4a1a-b405-d3d75a9c631c,
album|drexciya|harnessed the storm,Drexciya,Harnessed the Storm,2002,1,082,core_graph_album,resolved,musicbrainz_ws2,high,109,10,Drexciya,Harnessed the Storm,2002-01-25,1621819671,563e8212-3d38-3417-88b2-29f7a1b52edb,c1393d87-def0-4830-8e67-8c1678bde8e0,https://musicbrainz.org/release/c1393d87-def0-4830-8e67-8c1678bde8e0,
album|drifters|drifters golden hits,The Drifters,The Drifters' Golden Hits,1968,1,003,core_graph_album,resolved,musicbrainz_ws2,high,109,12,The Drifters,The Drifters’ Golden Hits,1968,1566599254,634d388f-5adb-368c-a240-d98a07d7b561,55180cc4-cf09-3d4d-86d9-87099331b3fe,https://musicbrainz.org/release/55180cc4-cf09-3d4d-86d9-87099331b3fe,
album|drifters|save the last dance for me,The Drifters,Save the Last Dance for Me,1962,1,003,core_graph_album,resolved,musicbrainz_ws2,high,101,12,The Drifters,Save the Last Dance for Me,,159362635,8460e1c0-29c7-4b78-8e0a-426fcbacd258,881902df-5e2d-482c-93a4-d13ac5677ebf,https://musicbrainz.org/release/881902df-5e2d-482c-93a4-d13ac5677ebf,
album|drive by truckers|decoration day,Drive-By Truckers,Decoration Day,2003,1,028,core_graph_album,resolved,musicbrainz_ws2,high,109,15,Drive‐By Truckers,Decoration Day,2003-06-17,1436925743,196730c7-2c36-3157-b68c-3edd2bc4bebd,15f53c91-d9c0-40b0-920f-cc62cdfb63eb,https://musicbrainz.org/release/15f53c91-d9c0-40b0-920f-cc62cdfb63eb,
album|drive by truckers|dirty south,Drive-By Truckers,The Dirty South,2004,1,028,core_graph_album,resolved,musicbrainz_ws2,high,109,14,Drive‐By Truckers,The Dirty South,2004-08-24,1436923752,5fceac69-fc0e-3275-b289-3365fd4b0ae3,48239f74-e24f-4e0b-a4e6-019c266ec905,https://musicbrainz.org/release/48239f74-e24f-4e0b-a4e6-019c266ec905,
album|drive by truckers|southern rock opera,Drive-By Truckers,Southern Rock Opera,2001,1,028,core_graph_album,resolved,musicbrainz_ws2,high,109,20,Drive‐By Truckers,Southern Rock Opera,2002-07-16,1452800570,1974b728-bad0-3406-9863-5da1094ed243,bd3a9303-06c3-342e-9209-aeb2e194b02b,https://musicbrainz.org/release/bd3a9303-06c3-342e-9209-aeb2e194b02b,
album|drive like jehu|yank crime,Drive Like Jehu,Yank Crime,1994,1,060,core_graph_album,resolved,musicbrainz_ws2,high,109,12,Drive Like Jehu,Yank Crime,1994-04-26,321075318,532210d8-5101-3893-a2bb-f9cd8df6e303,883a8c08-4f08-4acc-b2a4-9f2d549ac696,https://musicbrainz.org/release/883a8c08-4f08-4acc-b2a4-9f2d549ac696,
album|drop nineteens|delaware,Drop Nineteens,Delaware,1992,1,073,core_graph_album,resolved,musicbrainz_ws2,high,109,10,Drop Nineteens,Delaware,1992,714831767,df8630a6-e0b5-3504-92d3-9f8c474c2da1,982d838e-2753-3964-8730-2219cb347560,https://musicbrainz.org/release/982d838e-2753-3964-8730-2219cb347560,
album|dry cleaning|new long leg,Dry Cleaning,New Long Leg,2021,1,115,core_graph_album,resolved,musicbrainz_ws2,high,109,10,Dry Cleaning,New Long Leg,2021-04-02,1549505079,adfb59fc-f1ea-4e2c-9de9-25be31c3019d,2e942689-5d23-418d-bf65-255ec37c450a,https://musicbrainz.org/release/2e942689-5d23-418d-bf65-255ec37c450a,
album|dry cleaning|stumpwork,Dry Cleaning,Stumpwork,2022,1,115,core_graph_album,resolved,musicbrainz_ws2,high,109,11,Dry Cleaning,Stumpwork,2022-10-21,1625455425,e158aa01-e752-4d4b-9cfb-69335efd54d3,8d1abde0-4b9a-4dae-b97b-2b6f1faa7ee7,https://musicbrainz.org/release/8d1abde0-4b9a-4dae-b97b-2b6f1faa7ee7,
album|dua lipa|future nostalgia,Dua Lipa,Future Nostalgia,2020,1,093,core_graph_album,resolved,musicbrainz_ws2,high,109,13,Dua Lipa,Future Nostalgia,2020-03-27,1538003494,aa366795-92d7-4d67-91fa-6741f82a4858,4ca70e1c-8774-4ff2-bfc2-5a6cf8d005d9,https://musicbrainz.org/release/4ca70e1c-8774-4ff2-bfc2-5a6cf8d005d9,
album|duane eddy|have twangy guitar will travel,Duane Eddy,"Have ""Twangy"" Guitar Will Travel",1958,1,002,core_graph_album,resolved,musicbrainz_ws2,high,109,12,Duane Eddy,Have “Twangy” Guitar Will Travel,1958,217699746,212c266f-4268-31c8-9dc3-1af0dc23fe21,c6be78a2-1485-4b8b-8a64-ec8d79aea295,https://musicbrainz.org/release/c6be78a2-1485-4b8b-8a64-ec8d79aea295,
album|duke ellington|ellington at newport,Duke Ellington,Ellington at Newport,1956,1,101,core_graph_album,resolved,musicbrainz_ws2,high,101,10,Duke Ellington & His Orchestra,Ellington at Newport,1956-09,902277483,c7af2ab6-81b0-3f92-8253-9417d00f1361,038df101-bd83-456f-bce6-5603d37df602,https://musicbrainz.org/release/038df101-bd83-456f-bce6-5603d37df602,
album|duran duran|rio,Duran Duran,Rio,1982,1,057,core_graph_album,resolved,musicbrainz_ws2,high,109,8,Duran Duran,Rio,1982,1752170129,3c638420-8208-3c01-b723-f061b10e3f3a,8da4d250-d538-47d8-b8c1-fd8d6209726f,https://musicbrainz.org/release/8da4d250-d538-47d8-b8c1-fd8d6209726f,
album|duran duran|seven and the ragged tiger,Duran Duran,Seven and the Ragged Tiger,1983,1,057,core_graph_album,resolved,musicbrainz_ws2,high,109,9,Duran Duran,Seven and the Ragged Tiger,1983,696450569,c574bd67-dbac-352a-8783-cb5a43b369cc,128bb9d0-39e8-35d3-8f60-72e58a9cee3f,https://musicbrainz.org/release/128bb9d0-39e8-35d3-8f60-72e58a9cee3f,
album|dwight twilley band|twilley don t mind,Dwight Twilley Band,Twilley Don't Mind,1976,1,021,core_graph_album,resolved,musicbrainz_ws2,high,106,9,Dwight Twilley Band,Twilley Don’t Mind,1977,1444056637,be07ef38-6946-43ad-8512-157c41161960,66ee9a8d-053b-4666-b674-4a36d7b85deb,https://musicbrainz.org/release/66ee9a8d-053b-4666-b674-4a36d7b85deb,
album|dwight yoakam|guitars cadillacs etc etc,Dwight Yoakam,"Guitars, Cadillacs, Etc., Etc.",1986,1,034,core_graph_album,resolved,musicbrainz_ws2,high,109,10,Dwight Yoakam,"Guitars, Cadillacs, Etc., Etc.",1986,1618324660,22ab4e5a-50fc-3eb8-a59a-ccb1be21c5a6,05ddae0f-4718-4a93-820c-0bcce28c1095,https://musicbrainz.org/release/05ddae0f-4718-4a93-820c-0bcce28c1095,
album|eagles|hotel california,Eagles,Hotel California,1976,1,016,core_graph_album,resolved,musicbrainz_ws2,medium,101,9,Eagles,Hotel California,,635770200,3fbcdb1c-27be-4a83-bc92-377dfa23aef9,469b7571-430f-49c7-ab81-b427f2911290,https://musicbrainz.org/release/469b7571-430f-49c7-ab81-b427f2911290,
album|eagles|their greatest hits 1971 1975,Eagles,Their Greatest Hits 1971-1975,1976,1,022,core_graph_album,resolved,musicbrainz_ws2,high,109,10,Eagles,Their Greatest Hits 1971–1975,1976-02-17,635829435,56ecf5cb-ad82-3d7e-82bf-1904cc16f451,3636ccf5-c0c2-41e2-be52-9ccde1d3167e,https://musicbrainz.org/release/3636ccf5-c0c2-41e2-be52-9ccde1d3167e,
album|earl sweatshirt|some rap songs,Earl Sweatshirt,Some Rap Songs,2018,1,051,boundary_candidate,resolved,musicbrainz_ws2,high,109,15,Earl Sweatshirt,Some Rap Songs,2018-11-30,1442399872,9ba97882-489e-41c1-a0b4-a7c7749716e7,bb12aa9f-824c-4c3d-8e6c-5cb1f40b3ca3,https://musicbrainz.org/release/bb12aa9f-824c-4c3d-8e6c-5cb1f40b3ca3,
album|earth wind and fire|that s the way of the world,"Earth, Wind & Fire",That's the Way of the World,1975,1,039,core_graph_album,resolved,musicbrainz_ws2,high,109,8,"Earth, Wind & Fire",That’s the Way of the World,1975-03,532975789,e9845207-8ae3-36db-b0e1-2efcdb46687d,0610cfdc-f25f-41d0-9f15-9e12745fe8e6,https://musicbrainz.org/release/0610cfdc-f25f-41d0-9f15-9e12745fe8e6,
album|earth|earth 2 special low frequency version,Earth,Earth 2: Special Low Frequency Version,1993,1,064,core_graph_album,resolved,musicbrainz_ws2,high,109,3,Earth,Earth 2: Special Low Frequency Version,1993-02-05,830789832,98cb9c21-38dc-3592-b201-6eefb452068e,8374544b-b99d-4c81-89bf-880efbd19285,https://musicbrainz.org/release/8374544b-b99d-4c81-89bf-880efbd19285,
album|eazy e|eazy duz it,Eazy-E,Eazy-Duz-It,1988,1,047,core_graph_album,resolved,musicbrainz_ws2,high,109,14,Eazy‐E,Eazy‐Duz‐It,1988-09-16,1440816169,9c32d266-006d-3301-94b0-da3ca5daf3a9,5347a8c4-a4a9-4cd3-a4e8-515c762916c0,https://musicbrainz.org/release/5347a8c4-a4a9-4cd3-a4e8-515c762916c0,
album|echo and the bunnymen|crocodiles,Echo & the Bunnymen,Crocodiles,1980,1,056,core_graph_album,resolved,musicbrainz_ws2,high,109,12,Echo and the Bunnymen,Crocodiles,1980,299807766,94b22dcb-4761-3655-975a-1a226e00a9c8,eb3fd349-1731-46d1-a9ff-60e07ea00330,https://musicbrainz.org/release/eb3fd349-1731-46d1-a9ff-60e07ea00330,
album|echo and the bunnymen|ocean rain,Echo & the Bunnymen,Ocean Rain,1984,2,056;069,core_graph_album,resolved,musicbrainz_ws2,high,109,9,Echo & the Bunnymen,Ocean Rain,1984-05-04,251006541,ecbe6d07-c2e4-37fe-9a99-8484dd7f9a20,3fc75d60-25df-3f5a-9133-24d228649fa7,https://musicbrainz.org/release/3fc75d60-25df-3f5a-9133-24d228649fa7,
