v1_membership_id,source_layer,source_file,source_index,archetype_id,candidate_type,artist_display_name,title,year,primary_family,primary_archetype,secondary_archetypes,recognition_band,mission_role,import_class,version_or_composition_risk,risk_status,confidence,why_it_belongs,notes,candidate_identity_key,archetype_membership_key,active_in_v1,active_effective_credit,pm_multi_membership_status,pass_c_zero_credit_before_pm_decision,sidecar_scope
v1m_00299,current_graph,data/canonical_graph/family_1/normalized_family_1.json,,001,album,Chuck Berry,After School Session,1957,"Early Rock, Oldies, Doo-Wop, Pre-Beatles Pop",Early Rock & Roll Foundations,,obvious,album_world,core_graph_album,none,resolved,high,Best original-LP doorway for Berry's 1950s run.,True album,album|chuck berry|after school session,album|chuck berry|after school session@@001,true,1,not_applicable,false,core_album_sidecar
v1m_02928,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,065,album,Godflesh,Streetcleaner,1989,Metal and Heavy Music,Industrial Metal / Machine Rock,,deep,deep_cut,core_graph_album,none,resolved,high,Extreme industrial-metal source-code album.,,album|godflesh|streetcleaner,album|godflesh|streetcleaner@@065,true,1,not_applicable,false,core_album_sidecar
v1m_02929,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,065,album,Filter,Short Bus,1995,Metal and Heavy Music,Industrial Metal / Machine Rock,,medium,false_nearby,false_nearby_candidate,none,resolved,high,Alt-industrial radio boundary object.,,album|filter|short bus,album|filter|short bus@@065,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_02930,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,066,album,Tool,Undertow,1993,Metal and Heavy Music,Alt-Metal / Nu-Metal / Rap-Metal,,obvious,album_world,core_graph_album,none,resolved,high,Best early Tool heavy gateway.,,album|tool|undertow,album|tool|undertow@@066,true,1,not_applicable,false,core_album_sidecar
v1m_02931,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,066,album,Tool,Aenima,1996,Metal and Heavy Music,Alt-Metal / Nu-Metal / Rap-Metal,,obvious,album_world,core_graph_album,same_title,resolved_with_version_note,high,Core Tool album object; ASCII display for official ligature title.,Official title uses ligature; import display enrichment needed.,album|tool|aenima,album|tool|aenima@@066,true,1,not_applicable,false,core_album_sidecar
v1m_02932,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,066,album,Tool,Lateralus,2001,Metal and Heavy Music,Alt-Metal / Nu-Metal / Rap-Metal,,obvious,album_world,core_graph_album,none,resolved,high,Progressive alt-metal album anchor.,,album|tool|lateralus,album|tool|lateralus@@066,true,1,not_applicable,false,core_album_sidecar
v1m_02933,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,066,album,Korn,Korn,1994,Metal and Heavy Music,Alt-Metal / Nu-Metal / Rap-Metal,,obvious,album_world,core_graph_album,same_title,resolved_with_version_note,high,Nu-metal root album.,Artist/album self-title collision.,album|korn|korn,album|korn|korn@@066,true,1,not_applicable,false,core_album_sidecar
v1m_02934,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,066,album,Korn,Follow the Leader,1998,Metal and Heavy Music,Alt-Metal / Nu-Metal / Rap-Metal,,obvious,album_world,core_graph_album,none,resolved,high,Korn mass gateway album.,,album|korn|follow the leader,album|korn|follow the leader@@066,true,1,not_applicable,false,core_album_sidecar
v1m_02935,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,066,album,Korn,Issues,1999,Metal and Heavy Music,Alt-Metal / Nu-Metal / Rap-Metal,,obvious,album_world,core_graph_album,none,resolved,high,Late-90s Korn continuation object.,,album|korn|issues,album|korn|issues@@066,true,1,not_applicable,false,core_album_sidecar
v1m_02936,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,066,album,Limp Bizkit,Significant Other,1999,Metal and Heavy Music,Alt-Metal / Nu-Metal / Rap-Metal,,obvious,false_nearby,false_nearby_candidate,none,resolved,high,Rap-metal mass gateway and dead-end check.,,album|limp bizkit|significant other,album|limp bizkit|significant other@@066,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_02937,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,066,album,Limp Bizkit,Chocolate Starfish and the Hot Dog Flavored Water,2000,Metal and Heavy Music,Alt-Metal / Nu-Metal / Rap-Metal,,obvious,album_world,core_graph_album,none,resolved,high,Follow-up Limp Bizkit mass row.,,album|limp bizkit|chocolate starfish and the hot dog flavored water,album|limp bizkit|chocolate starfish and the hot dog flavored water@@066,true,1,not_applicable,false,core_album_sidecar
v1m_02938,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,066,album,Linkin Park,Hybrid Theory,2000,Metal and Heavy Music,Alt-Metal / Nu-Metal / Rap-Metal,,obvious,album_world,core_graph_album,none,resolved,high,Mass nu-metal/rap-rock gateway album.,,album|linkin park|hybrid theory,album|linkin park|hybrid theory@@066,true,1,not_applicable,false,core_album_sidecar
v1m_02939,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,066,album,Linkin Park,Meteora,2003,Metal and Heavy Music,Alt-Metal / Nu-Metal / Rap-Metal,,obvious,album_world,core_graph_album,none,resolved,high,Second Linkin Park mass album object.,,album|linkin park|meteora,album|linkin park|meteora@@066,true,1,not_applicable,false,core_album_sidecar
v1m_02940,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,066,album,Deftones,Around the Fur,1997,Metal and Heavy Music,Alt-Metal / Nu-Metal / Rap-Metal,,obvious,album_world,core_graph_album,none,resolved,high,Heavy Deftones gateway album.,,album|deftones|around the fur,album|deftones|around the fur@@066,true,1,not_applicable,false,core_album_sidecar
v1m_02941,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,066,album,Deftones,White Pony,2000,Metal and Heavy Music,Alt-Metal / Nu-Metal / Rap-Metal,,obvious,album_world,core_graph_album,none,resolved,high,Artier Deftones anchor and alt-metal bridge.,,album|deftones|white pony,album|deftones|white pony@@066,true,1,not_applicable,false,core_album_sidecar
v1m_02942,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,066,album,System of a Down,Toxicity,2001,Metal and Heavy Music,Alt-Metal / Nu-Metal / Rap-Metal,,obvious,album_world,core_graph_album,none,resolved,high,System of a Down mass album anchor.,,album|system of a down|toxicity,album|system of a down|toxicity@@066,true,1,not_applicable,false,core_album_sidecar
v1m_02943,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,066,album,System of a Down,System of a Down,1998,Metal and Heavy Music,Alt-Metal / Nu-Metal / Rap-Metal,,obvious,deep_cut,core_graph_album,same_title,resolved_with_version_note,high,Early SOAD intensity row.,Artist/album self-title collision.,album|system of a down|system of a down,album|system of a down|system of a down@@066,true,1,not_applicable,false,core_album_sidecar
v1m_02944,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,066,album,Rage Against the Machine,Rage Against the Machine,1992,Metal and Heavy Music,Alt-Metal / Nu-Metal / Rap-Metal,,obvious,boundary_case,boundary_candidate,same_title,resolved_with_version_note,high,Rap-rock heavy gateway and boundary album.,Artist/album self-title collision.,album|rage against the machine|rage against the machine,album|rage against the machine|rage against the machine@@066,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_02945,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,066,album,Faith No More,The Real Thing,1989,Metal and Heavy Music,Alt-Metal / Nu-Metal / Rap-Metal,,obvious,album_world,core_graph_album,none,resolved,high,Funk/alt-metal breakthrough object.,,album|faith no more|real thing,album|faith no more|real thing@@066,true,1,not_applicable,false,core_album_sidecar
v1m_02946,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,066,album,Faith No More,Angel Dust,1992,Metal and Heavy Music,Alt-Metal / Nu-Metal / Rap-Metal,,obvious,deep_cut,core_graph_album,none,resolved,high,Artier alt-metal depth row.,,album|faith no more|angel dust,album|faith no more|angel dust@@066,true,1,not_applicable,false,core_album_sidecar
v1m_02947,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,066,album,Slipknot,Slipknot,1999,Metal and Heavy Music,Alt-Metal / Nu-Metal / Rap-Metal,,obvious,album_world,core_graph_album,same_title,resolved_with_version_note,high,Heavy nu-metal gateway into harsher modern metal.,Artist/album self-title collision.,album|slipknot|slipknot,album|slipknot|slipknot@@066,true,1,not_applicable,false,core_album_sidecar
v1m_02948,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,066,album,Slipknot,Iowa,2001,Metal and Heavy Music,Alt-Metal / Nu-Metal / Rap-Metal,,obvious,deep_cut,core_graph_album,none,resolved,high,Darker Slipknot follow-up and extreme bridge.,,album|slipknot|iowa,album|slipknot|iowa@@066,true,1,not_applicable,false,core_album_sidecar
v1m_02949,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,066,album,Papa Roach,Infest,2000,Metal and Heavy Music,Alt-Metal / Nu-Metal / Rap-Metal,,obvious,false_nearby,false_nearby_candidate,none,resolved,high,Song-led nu-metal object.,,album|papa roach|infest,album|papa roach|infest@@066,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_02950,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,066,album,Disturbed,The Sickness,2000,Metal and Heavy Music,Alt-Metal / Nu-Metal / Rap-Metal,,obvious,album_world,core_graph_album,none,resolved,high,Active-metal radio gateway.,,album|disturbed|sickness,album|disturbed|sickness@@066,true,1,not_applicable,false,core_album_sidecar
v1m_02951,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,066,album,Evanescence,Fallen,2003,Metal and Heavy Music,Alt-Metal / Nu-Metal / Rap-Metal,,obvious,boundary_case,boundary_candidate,none,resolved,high,Goth/alt-rock mass boundary object.,,album|evanescence|fallen,album|evanescence|fallen@@066,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_02952,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,067,album,Avenged Sevenfold,Waking the Fallen,2003,Metal and Heavy Music,Metalcore / Emo-Heavy / Modern Active Rock,,obvious,album_world,core_graph_album,none,resolved,high,A7X metalcore-root object.,,album|avenged sevenfold|waking the fallen,album|avenged sevenfold|waking the fallen@@067,true,1,not_applicable,false,core_album_sidecar
v1m_02953,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,067,album,Avenged Sevenfold,City of Evil,2005,Metal and Heavy Music,Metalcore / Emo-Heavy / Modern Active Rock,,obvious,album_world,core_graph_album,none,resolved,high,A7X broad gateway album.,,album|avenged sevenfold|city of evil,album|avenged sevenfold|city of evil@@067,true,1,not_applicable,false,core_album_sidecar
v1m_02954,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,067,album,Killswitch Engage,Alive or Just Breathing,2002,Metal and Heavy Music,Metalcore / Emo-Heavy / Modern Active Rock,,medium,deep_cut,core_graph_album,none,resolved,high,Melodic metalcore root object.,,album|killswitch engage|alive or just breathing,album|killswitch engage|alive or just breathing@@067,true,1,not_applicable,false,core_album_sidecar
v1m_02955,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,067,album,Killswitch Engage,The End of Heartache,2004,Metal and Heavy Music,Metalcore / Emo-Heavy / Modern Active Rock,,obvious,album_world,core_graph_album,none,resolved,high,Most survey-useful Killswitch album.,,album|killswitch engage|end of heartache,album|killswitch engage|end of heartache@@067,true,1,not_applicable,false,core_album_sidecar
v1m_02956,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,067,album,Bullet for My Valentine,The Poison,2005,Metal and Heavy Music,Metalcore / Emo-Heavy / Modern Active Rock,,obvious,album_world,core_graph_album,none,resolved,high,Emo-heavy melodic metalcore gateway.,,album|bullet for my valentine|poison,album|bullet for my valentine|poison@@067,true,1,not_applicable,false,core_album_sidecar
v1m_02957,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,067,album,Bullet for My Valentine,Scream Aim Fire,2008,Metal and Heavy Music,Metalcore / Emo-Heavy / Modern Active Rock,,medium,album_world,core_graph_album,none,resolved,high,Follow-up BFMV row.,,album|bullet for my valentine|scream aim fire,album|bullet for my valentine|scream aim fire@@067,true,1,not_applicable,false,core_album_sidecar
v1m_02958,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,067,album,Bring Me the Horizon,Sempiternal,2013,Metal and Heavy Music,Metalcore / Emo-Heavy / Modern Active Rock,,obvious,album_world,core_graph_album,none,resolved,high,Modern metalcore pivot album.,,album|bring me the horizon|sempiternal,album|bring me the horizon|sempiternal@@067,true,1,not_applicable,false,core_album_sidecar
v1m_02959,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,067,album,Bring Me the Horizon,That's the Spirit,2015,Metal and Heavy Music,Metalcore / Emo-Heavy / Modern Active Rock,,obvious,boundary_case,boundary_candidate,none,resolved,high,Active-rock/pop-heavy bridge object.,,album|bring me the horizon|that s the spirit,album|bring me the horizon|that s the spirit@@067,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_02960,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,067,album,Spiritbox,Eternal Blue,2021,Metal and Heavy Music,Metalcore / Emo-Heavy / Modern Active Rock,,obvious,album_world,core_graph_album,none,resolved,high,Modern progressive metalcore gateway.,,album|spiritbox|eternal blue,album|spiritbox|eternal blue@@067,true,1,not_applicable,false,core_album_sidecar
v1m_02961,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,067,album,Sleep Token,Take Me Back to Eden,2023,Metal and Heavy Music,Metalcore / Emo-Heavy / Modern Active Rock,,obvious,boundary_case,boundary_candidate,none,resolved,high,Modern heavy-pop/prog gateway.,,album|sleep token|take me back to eden,album|sleep token|take me back to eden@@067,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_02962,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,067,album,Bad Omens,The Death of Peace of Mind,2022,Metal and Heavy Music,Metalcore / Emo-Heavy / Modern Active Rock,,obvious,boundary_case,boundary_candidate,none,resolved,high,Modern active-rock/metalcore crossover album.,,album|bad omens|death of peace of mind,album|bad omens|death of peace of mind@@067,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_02963,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,067,album,Trivium,Ascendancy,2005,Metal and Heavy Music,Metalcore / Emo-Heavy / Modern Active Rock,,obvious,album_world,core_graph_album,none,resolved,high,Thrash-informed metalcore bridge.,,album|trivium|ascendancy,album|trivium|ascendancy@@067,true,1,not_applicable,false,core_album_sidecar
v1m_02964,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,067,album,As I Lay Dying,An Ocean Between Us,2007,Metal and Heavy Music,Metalcore / Emo-Heavy / Modern Active Rock,,medium,deep_cut,core_graph_album,none,resolved,high,Core 2000s melodic metalcore row.,,album|as i lay dying|an ocean between us,album|as i lay dying|an ocean between us@@067,true,1,not_applicable,false,core_album_sidecar
v1m_02965,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,067,album,Underoath,Define the Great Line,2006,Metal and Heavy Music,Metalcore / Emo-Heavy / Modern Active Rock,,medium,album_world,core_graph_album,none,resolved,high,Screamo/heavy-scene bridge album.,,album|underoath|define the great line,album|underoath|define the great line@@067,true,1,not_applicable,false,core_album_sidecar
v1m_02966,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,067,album,Parkway Drive,Horizons,2007,Metal and Heavy Music,Metalcore / Emo-Heavy / Modern Active Rock,,medium,deep_cut,core_graph_album,none,resolved,high,Parkway Drive metalcore anchor.,,album|parkway drive|horizons,album|parkway drive|horizons@@067,true,1,not_applicable,false,core_album_sidecar
v1m_02967,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,067,album,Parkway Drive,Deep Blue,2010,Metal and Heavy Music,Metalcore / Emo-Heavy / Modern Active Rock,,medium,deep_cut,core_graph_album,none,resolved,high,Second Parkway Drive row for metalcore depth.,,album|parkway drive|deep blue,album|parkway drive|deep blue@@067,true,1,not_applicable,false,core_album_sidecar
v1m_02968,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,067,album,Architects,Lost Forever // Lost Together,2014,Metal and Heavy Music,Metalcore / Emo-Heavy / Modern Active Rock,,medium,album_world,core_graph_album,none,resolved,high,Modern technical metalcore gateway.,,album|architects|lost forever lost together,album|architects|lost forever lost together@@067,true,1,not_applicable,false,core_album_sidecar
v1m_02969,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,067,album,A Day to Remember,Homesick,2009,Metal and Heavy Music,Metalcore / Emo-Heavy / Modern Active Rock,,obvious,boundary_case,boundary_candidate,none,resolved,high,Easycore/pop-punk boundary album.,,album|a day to remember|homesick,album|a day to remember|homesick@@067,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_02970,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,067,album,Ice Nine Kills,The Silver Scream,2018,Metal and Heavy Music,Metalcore / Emo-Heavy / Modern Active Rock,,obvious,album_world,core_graph_album,none,resolved,high,Horror-metalcore gateway album.,,album|ice nine kills|silver scream,album|ice nine kills|silver scream@@067,true,1,not_applicable,false,core_album_sidecar
v1m_02971,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,067,album,I Prevail,Trauma,2019,Metal and Heavy Music,Metalcore / Emo-Heavy / Modern Active Rock,,obvious,boundary_case,boundary_candidate,none,resolved,high,Modern active-rock/metalcore boundary album.,,album|i prevail|trauma,album|i prevail|trauma@@067,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_02972,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,068,album,Death,Scream Bloody Gore,1987,Metal and Heavy Music,Extreme Metal Gateway / Black-Death-Sludge,,deep,album_world,core_graph_album,none,resolved,high,Death-metal origin album object.,,album|death|scream bloody gore,album|death|scream bloody gore@@068,true,1,not_applicable,false,core_album_sidecar
v1m_02973,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,068,album,Death,Leprosy,1988,Metal and Heavy Music,Extreme Metal Gateway / Black-Death-Sludge,,deep,deep_cut,core_graph_album,none,resolved,high,Death second-step object.,,album|death|leprosy,album|death|leprosy@@068,true,1,not_applicable,false,core_album_sidecar
v1m_02974,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,068,album,Death,Symbolic,1995,Metal and Heavy Music,Extreme Metal Gateway / Black-Death-Sludge,,deep,album_world,core_graph_album,none,resolved,high,Best Death gateway for technical/progressive listeners.,,album|death|symbolic,album|death|symbolic@@068,true,1,not_applicable,false,core_album_sidecar
v1m_02975,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,068,album,Cannibal Corpse,Tomb of the Mutilated,1992,Metal and Heavy Music,Extreme Metal Gateway / Black-Death-Sludge,,obvious,album_world,core_graph_album,none,resolved,high,Cannibal Corpse gateway album.,,album|cannibal corpse|tomb of the mutilated,album|cannibal corpse|tomb of the mutilated@@068,true,1,not_applicable,false,core_album_sidecar
v1m_02976,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,068,album,Morbid Angel,Altars of Madness,1989,Metal and Heavy Music,Extreme Metal Gateway / Black-Death-Sludge,,deep,album_world,core_graph_album,none,resolved,high,Death-metal canon album.,,album|morbid angel|altars of madness,album|morbid angel|altars of madness@@068,true,1,not_applicable,false,core_album_sidecar
v1m_02977,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,068,album,Morbid Angel,Blessed Are the Sick,1991,Metal and Heavy Music,Extreme Metal Gateway / Black-Death-Sludge,,deep,deep_cut,core_graph_album,none,resolved,high,Morbid Angel depth row.,,album|morbid angel|blessed are the sick,album|morbid angel|blessed are the sick@@068,true,1,not_applicable,false,core_album_sidecar
v1m_02978,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,068,album,Opeth,Blackwater Park,2001,Metal and Heavy Music,Extreme Metal Gateway / Black-Death-Sludge,,obvious,album_world,core_graph_album,none,resolved,high,Progressive death-metal gateway album.,,album|opeth|blackwater park,album|opeth|blackwater park@@068,true,1,not_applicable,false,core_album_sidecar
v1m_02979,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,068,album,Opeth,Ghost Reveries,2005,Metal and Heavy Music,Extreme Metal Gateway / Black-Death-Sludge,,obvious,album_world,core_graph_album,none,resolved,high,Opeth second gateway row.,,album|opeth|ghost reveries,album|opeth|ghost reveries@@068,true,1,not_applicable,false,core_album_sidecar
v1m_02980,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,068,album,Mastodon,Leviathan,2004,Metal and Heavy Music,Extreme Metal Gateway / Black-Death-Sludge,,obvious,album_world,core_graph_album,none,resolved,high,Mastodon sludge/prog gateway.,,album|mastodon|leviathan,album|mastodon|leviathan@@068,true,1,not_applicable,false,core_album_sidecar
v1m_02981,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,068,album,Mastodon,Crack the Skye,2009,Metal and Heavy Music,Extreme Metal Gateway / Black-Death-Sludge,,obvious,album_world,core_graph_album,none,resolved,high,Mastodon prog-metal bridge.,,album|mastodon|crack the skye,album|mastodon|crack the skye@@068,true,1,not_applicable,false,core_album_sidecar
v1m_02982,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,068,album,Meshuggah,ObZen,2008,Metal and Heavy Music,Extreme Metal Gateway / Black-Death-Sludge,,obvious,album_world,core_graph_album,none,resolved,high,Meshuggah/djent gateway album.,,album|meshuggah|obzen,album|meshuggah|obzen@@068,true,1,not_applicable,false,core_album_sidecar
v1m_02983,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,068,album,Meshuggah,Destroy Erase Improve,1995,Metal and Heavy Music,Extreme Metal Gateway / Black-Death-Sludge,,deep,deep_cut,core_graph_album,none,resolved,high,Earlier Meshuggah depth row.,,album|meshuggah|destroy erase improve,album|meshuggah|destroy erase improve@@068,true,1,not_applicable,false,core_album_sidecar
v1m_02984,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,068,album,Deafheaven,Sunbather,2013,Metal and Heavy Music,Extreme Metal Gateway / Black-Death-Sludge,,medium,boundary_case,boundary_candidate,none,resolved,high,Blackgaze gateway album.,,album|deafheaven|sunbather,album|deafheaven|sunbather@@068,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_02985,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,068,album,Gojira,From Mars to Sirius,2005,Metal and Heavy Music,Extreme Metal Gateway / Black-Death-Sludge,,obvious,album_world,core_graph_album,none,resolved,high,Gojira gateway album.,,album|gojira|from mars to sirius,album|gojira|from mars to sirius@@068,true,1,not_applicable,false,core_album_sidecar
v1m_02986,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,068,album,Gojira,Magma,2016,Metal and Heavy Music,Extreme Metal Gateway / Black-Death-Sludge,,obvious,album_world,core_graph_album,none,resolved,high,More accessible Gojira row.,,album|gojira|magma,album|gojira|magma@@068,true,1,not_applicable,false,core_album_sidecar
v1m_02987,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,068,album,Behemoth,The Satanist,2014,Metal and Heavy Music,Extreme Metal Gateway / Black-Death-Sludge,,obvious,album_world,core_graph_album,none,resolved,high,Modern blackened-death gateway.,,album|behemoth|satanist,album|behemoth|satanist@@068,true,1,not_applicable,false,core_album_sidecar
v1m_02988,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,068,album,Mayhem,De Mysteriis Dom Sathanas,1994,Metal and Heavy Music,Extreme Metal Gateway / Black-Death-Sludge,,deep,boundary_case,boundary_candidate,none,resolved,high,Black-metal gateway album with notoriety risk.,,album|mayhem|de mysteriis dom sathanas,album|mayhem|de mysteriis dom sathanas@@068,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_02989,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,068,album,Darkthrone,Transilvanian Hunger,1994,Metal and Heavy Music,Extreme Metal Gateway / Black-Death-Sludge,,deep,deep_cut,core_graph_album,none,resolved,high,Second-wave black-metal depth object.,,album|darkthrone|transilvanian hunger,album|darkthrone|transilvanian hunger@@068,true,1,not_applicable,false,core_album_sidecar
v1m_02990,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,068,album,Emperor,In the Nightside Eclipse,1994,Metal and Heavy Music,Extreme Metal Gateway / Black-Death-Sludge,,deep,deep_cut,core_graph_album,none,resolved,high,Symphonic black-metal depth gateway.,,album|emperor|in the nightside eclipse,album|emperor|in the nightside eclipse@@068,true,1,not_applicable,false,core_album_sidecar
v1m_02991,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,068,album,Carcass,Heartwork,1993,Metal and Heavy Music,Extreme Metal Gateway / Black-Death-Sludge,,deep,album_world,core_graph_album,none,resolved,high,Melodic death/grind bridge album.,,album|carcass|heartwork,album|carcass|heartwork@@068,true,1,not_applicable,false,core_album_sidecar
v1m_02992,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,068,album,Napalm Death,Scum,1987,Metal and Heavy Music,Extreme Metal Gateway / Black-Death-Sludge,,deep,boundary_case,boundary_candidate,none,resolved,high,Grindcore limit-test object.,,album|napalm death|scum,album|napalm death|scum@@068,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_02993,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,068,album,Neurosis,Times of Grace,1999,Metal and Heavy Music,Extreme Metal Gateway / Black-Death-Sludge,,deep,album_world,core_graph_album,none,resolved,high,Post-metal/sludge depth row.,,album|neurosis|times of grace,album|neurosis|times of grace@@068,true,1,not_applicable,false,core_album_sidecar
v1m_02994,current_graph,data/canonical_graph/family_9/normalized_family_9.json,,068,album,Converge,Jane Doe,2001,Metal and Heavy Music,Extreme Metal Gateway / Black-Death-Sludge,,deep,boundary_case,boundary_candidate,none,resolved,high,Hardcore/metalcore/extreme bridge album.,Hardcore ownership likely.,album|converge|jane doe,album|converge|jane doe@@068,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_03252,current_graph,data/canonical_graph/family_10/normalized_family_10.json,,069,album,Pixies,Doolittle,1989,"Alternative, Indie, Grunge, Emo",1980s Alternative Source-Code / Pre-Grunge,,obvious,album_world,core_graph_album,none,resolved,high,Definitive Pixies album and alternative source-code anchor.,Album row is not a Packet 010 named object; added as missing-obvious.,album|pixies|doolittle,album|pixies|doolittle@@069,true,1,not_applicable,false,core_album_sidecar
v1m_03253,current_graph,data/canonical_graph/family_10/normalized_family_10.json,,069,album,Pixies,Surfer Rosa,1988,"Alternative, Indie, Grunge, Emo",1980s Alternative Source-Code / Pre-Grunge,,obvious,deep_cut,core_graph_album,none,resolved,high,Raw Pixies album-scale source for later grunge/alt dynamics.,,album|pixies|surfer rosa,album|pixies|surfer rosa@@069,true,1,not_applicable,false,core_album_sidecar
v1m_03254,current_graph,data/canonical_graph/family_10/normalized_family_10.json,,069,album,Sonic Youth,Daydream Nation,1988,"Alternative, Indie, Grunge, Emo",1980s Alternative Source-Code / Pre-Grunge,,obvious,boundary_case,boundary_candidate,none,resolved,high,Noise-rock/alternative canon album with high graph value.,,album|sonic youth|daydream nation,album|sonic youth|daydream nation@@069,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_03255,current_graph,data/canonical_graph/family_10/normalized_family_10.json,,069,album,The Jesus and Mary Chain,Psychocandy,1985,"Alternative, Indie, Grunge, Emo",1980s Alternative Source-Code / Pre-Grunge,,obvious,boundary_case,boundary_candidate,none,resolved,high,Noise-pop bridge into shoegaze and dark alternative.,,album|jesus and mary chain|psychocandy,album|jesus and mary chain|psychocandy@@069,true,1,not_applicable,false,context_boundary_album_sidecar
v1m_03256,current_graph,data/canonical_graph/family_10/normalized_family_10.json,,069,album,Dinosaur Jr.,You're Living All Over Me,1987,"Alternative, Indie, Grunge, Emo",1980s Alternative Source-Code / Pre-Grunge,,medium,deep_cut,core_graph_album,none,resolved,high,Guitar-saturation pre-grunge/indie source album.,,album|dinosaur jr|you re living all over me,album|dinosaur jr|you re living all over me@@069,true,1,not_applicable,false,core_album_sidecar
v1m_03257,current_graph,data/canonical_graph/family_10/normalized_family_10.json,,069,album,R.E.M.,Murmur,1983,"Alternative, Indie, Grunge, Emo",1980s Alternative Source-Code / Pre-Grunge,,obvious,album_world,core_graph_album,none,resolved,high,College-rock album-world anchor for alternative source-code.,,album|r e m|murmur,album|r e m|murmur@@069,true,1,not_applicable,false,core_album_sidecar
